COVID-19: summary of cases associated with primary and secondary schools,,,,,,,,,,,,,,,,,,,
"Data from September 6, 2020 to May 22, 2021 as of May 28, 2021",,,,,,,,,,,,,,,,,,,
Data in this report are provisional and subject to change.,,,,,,,,,,,,,,,,,,,
,,,,Previous Week (May 16 - May 22),,,,,,,,,,Cumulative (Sep 6 - May 22),,,,,
FREEDOM 7 ELEMENTARY SCHOOL OF INTERNATIONAL STUDI,Brevard,0,0,0,0,0,,0,0,,0,11,10,0,0,1,7,3,1
GEMINI ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,8,6,0,2,0,7,1,0
GOLFVIEW ELEMENTARY MAGNET SCHOOL,Brevard,1,1,0,0,0,,1,0,,0,26,18,1,1,6,22,3,1
GREAT LEAPS ACADEMY,Brevard,1,1,0,0,0,,1,0,,0,6,5,0,0,1,6,0,0
HANS CHRISTIAN ANDERSEN ELEMENTARY SCHOOL,Brevard,1,1,0,0,0,,0,0,,1,13,10,1,2,0,8,2,3
HARBOR CITY ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,7,5,0,1,1,4,2,1
HERBERT C. HOOVER MIDDLE SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,12,12,0,0,0,8,2,2
HERITAGE HIGH SCHOOL,Brevard,1,1,0,0,0,,0,0,,1,104,94,4,4,2,79,14,11
HOLY NAME OF JESUS CATHOLIC SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,2,2,0,0,0,1,1,0
HOLY TRINITY EPISCOPAL ACADEMY,Brevard,0,0,0,0,0,,0,0,,0,32,30,0,2,0,22,9,1
IMAGINE SCHOOLS AT WEST MELBOURNE,Brevard,0,0,0,0,0,,0,0,,0,33,28,2,0,3,23,8,2
IMPERIAL ESTATES ELEMENTARY SCHOOL,Brevard,2,2,0,0,0,,0,0,,2,15,12,1,0,2,11,1,3
INDIALANTIC ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,17,13,2,1,1,13,4,0
JAMES MADISON MIDDLE SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,15,14,1,0,0,9,1,5
JOHN F. KENNEDY MIDDLE SCHOOL,Brevard,2,2,0,0,0,,2,0,,0,22,18,1,0,3,17,3,2
"JOHN F. TURNER, SENIOR ELEMENTARY SCHOOL",Brevard,0,0,0,0,0,,0,0,,0,28,18,4,2,4,21,7,0
JOURNEYS ACADEMY EDUCATIONAL PATHWAYS TO SUCESS,Brevard,0,0,0,0,0,,0,0,,0,2,2,0,0,0,0,0,2
JUPITER ELEMENTARY SCHOOL,Brevard,1,1,0,0,0,,1,0,,0,31,28,0,1,2,18,10,3
LAKE FERN MONTESSORI ACADEMY,Brevard,0,0,0,0,0,,0,0,,0,2,1,1,0,0,2,0,0
COVID-19: summary of cases associated with primary and secondary schools,,,,,,,,,,,,,,,,,,,
"Data from September 6, 2020 to May 22, 2021 as of May 28, 2021",,,,,,,,,,,,,,,,,,,
Data in this report are provisional and subject to change.,,,,,,,,,,,,,,,,,,,
,,,,Previous Week (May 16 - May 22),,,,,,,,,,Cumulative (Sep 6 - May 22),,,,,
,,"Total
cases",,Role,,,,Symptoms,,,,"Total
cases",,Role,,,,Symptoms,
School,County,,Students,Teachers,Staff,Unknown,,Yes,No,,Unknown,,Students,Teachers,Staff,Unknown,Yes,No,Unknown
LEWIS CARROLL ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,18,14,3,0,1,16,1,1
LIFE CHANGERS CHRISTIAN ACADEMY,Brevard,0,0,0,0,0,,0,0,,0,4,3,0,0,1,2,2,0
LIFELINE ACADEMY,Brevard,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
LOCKMAR ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,31,23,5,1,2,22,5,4
LONGLEAF ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,16,14,1,0,1,10,2,4
LYNDON B. JOHNSON MIDDLE SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,27,20,5,2,0,17,4,6
MANATEE ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,21,19,1,0,1,18,1,2
MEADOWLANE INTERMEDIATE ELEMENTARY SCHOOL,Brevard,1,1,0,0,0,,1,0,,0,18,17,1,0,0,12,2,4
MEADOWLANE PRIMARY ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,33,28,2,1,2,24,6,3
MELBOURNE CENTRAL CATHOLIC HIGH SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,32,29,0,0,3,27,3,2
MELBOURNE SENIOR HIGH SCHOOL,Brevard,1,1,0,0,0,,1,0,,0,94,90,3,1,0,68,9,17
MERRITT ISLAND CHRISTIAN SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,23,17,4,2,0,16,3,4
MERRITT ISLAND HIGH SCHOOL,Brevard,2,1,1,0,0,,1,1,,0,62,56,2,3,1,49,5,8
MILA ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,15,12,2,1,0,8,4,3
MIMS ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,12,10,1,1,0,9,1,2
NO LIMITS ACADEMY INC.,Brevard,0,0,0,0,0,,0,0,,0,4,3,1,0,0,1,2,1
NORTH/CENTRAL AREA ALTERNATIVE LEARNING CENTER,Brevard,0,0,0,0,0,,0,0,,0,3,1,1,1,0,2,1,0
OAK PARK ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,15,9,2,1,3,11,2,2
OCEAN BREEZE ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,16,13,2,0,1,13,1,2
ODYSSEY CHARTER SCHOOL,Brevard,4,4,0,0,0,,3,0,,1,102,94,2,4,2,60,15,27
ODYSSEY PREPARATORY CHARTER ACADEMY,Brevard,0,0,0,0,0,,0,0,,0,41,35,1,3,2,35,4,2
OUR LADY OF LOURDES,Brevard,0,0,0,0,0,,0,0,,0,10,8,0,1,1,7,2,1
OUR SAVIOUR'S SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,3,3,0,0,0,2,1,0
PALM BAY ACADEMY CHARTER SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,26,18,4,1,3,17,5,4
PALM BAY ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,22,18,1,3,0,15,4,3
PALM BAY MAGNET SENIOR HIGH SCHOOL,Brevard,2,1,1,0,0,,2,0,,0,59,50,4,1,4,40,7,12
PARK AVENUE CHRISTIAN ACADEMY,Brevard,0,0,0,0,0,,0,0,,0,16,9,5,1,1,14,2,0
PARKHURST ACADEMY INC.,Brevard,0,0,0,0,0,,0,0,,0,42,34,2,1,5,30,9,3
PINEAPPLE COVE CLASSICAL ACADEMY,Brevard,15,12,1,2,0,,9,2,,4,97,82,8,5,2,70,10,17
PINEAPPLE COVE CLASSICAL ACADEMY AT WEST MELBOURNE,Brevard,0,0,0,0,0,,0,0,,0,19,18,1,0,0,11,3,5
PINECREST ACADEMY SPACE COAST,Brevard,0,0,0,0,0,,0,0,,0,8,7,1,0,0,4,1,3
PINEWOOD ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,8,3,2,2,1,6,0,2
PORT MALABAR ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,22,16,2,3,1,16,4,2
PUZZLE BOX ACADEMY,Brevard,1,0,0,0,1,,1,0,,0,11,6,3,0,2,10,0,1
PUZZLE BOX ACADEMY 2,Brevard,0,0,0,0,0,,0,0,,0,2,2,0,0,0,1,1,0
QUEST ELEMENTARY SCHOOL,Brevard,1,1,0,0,0,,0,0,,1,16,14,1,0,1,14,0,2
R.F.M. CHRISTIAN ACADEMY,Brevard,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
RALPH M WILLIAMS JUNIOR ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,1,1,0,0,0,0,1,0
RALPH M WILLIAMS JUNIOR ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,24,17,3,3,1,15,5,4
RFM CHRISTIAN ACADEMY,Brevard,0,0,0,0,0,,0,0,,0,3,3,0,0,0,2,1,0
RIVERDALE COUNTRY DAY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,3,3,0,0,0,2,1,0
RIVIERA ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,22,19,1,0,2,7,8,7
ROBERT L. STEVENSON ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,9,9,0,0,0,6,2,1
ROCKLEDGE CHRISTIAN SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
ROCKLEDGE SENIOR HIGH SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,41,39,0,0,2,32,3,6
COVID-19: summary of cases associated with primary and secondary schools,,,,,,,,,,,,,,,,,,,
"Data from September 6, 2020 to May 22, 2021 as of May 28, 2021",,,,,,,,,,,,,,,,,,,
Data in this report are provisional and subject to change.,,,,,,,,,,,,,,,,,,,
,,,,Previous Week (May 16 - May 22),,,,,,,,,,Cumulative (Sep 6 - May 22),,,,,
,,"Total
cases",,Role,,,,Symptoms,,,,"Total
cases",,Role,,,,Symptoms,
School,County,,Students,Teachers,Staff,Unknown,,Yes,No,,Unknown,,Students,Teachers,Staff,Unknown,Yes,No,Unknown
RONALD MCNAIR MAGNET MIDDLE SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,11,11,0,0,0,7,0,4
RONALD MCNAIR MIDDLE SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
ROY ALLEN ELEMENTARY SCHOOL,Brevard,1,0,1,0,0,,1,0,,0,18,14,4,0,0,14,2,2
ROYAL PALM CHARTER SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,8,7,1,0,0,5,3,0
SABAL ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,29,20,4,1,4,21,3,5
SAINT JOSEPH CATHOLIC SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,6,3,2,0,1,5,1,0
SAINT MARK'S EPISCOPAL ACADEMY,Brevard,0,0,0,0,0,,0,0,,0,2,1,0,1,0,1,1,0
SAINT MARYS CATHOLIC SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,4,4,0,0,0,4,0,0
SAINT TERESA CATHOLIC SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
SATELLITE SENIOR HIGH SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,62,62,0,0,0,48,8,6
SATURN ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,28,17,3,4,4,19,7,2
SCULPTOR CHARTER SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,10,9,0,1,0,6,2,2
SEA PARK ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,13,11,0,2,0,8,3,2
SHERWOOD ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,11,8,2,1,0,10,1,0
SOUTH AREA ALTERNATIVE LEARNING CENTER,Brevard,0,0,0,0,0,,0,0,,0,1,1,0,0,0,0,0,1
SOUTH LAKE ELEMENTARY,Brevard,0,0,0,0,0,,0,0,,0,12,8,2,0,2,10,1,1
SOUTHWEST MIDDLE SCHOOL,Brevard,4,4,0,0,0,,4,0,,0,42,36,3,0,3,32,7,3
SPACE COAST CHRISTIAN ACADEMY,Brevard,0,0,0,0,0,,0,0,,0,1,1,0,0,0,0,1,0
SPACE COAST EARLY INTERVENTION CENTER,Brevard,0,0,0,0,0,,0,0,,0,2,2,0,0,0,2,0,0
SPACE COAST JUNIOR/SENIOR HIGH SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,68,60,3,4,1,54,4,10
SPESSARD L. HOLLAND ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,3,3,0,0,0,3,0,0
STONE MAGNET MIDDLE SCHOOL,Brevard,1,1,0,0,0,,0,1,,0,29,29,0,0,0,18,6,5
SUNRISE ELEMENTARY SCHOOL,Brevard,1,1,0,0,0,,1,0,,0,32,26,2,1,3,21,6,5
SUNTREE ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,10,9,1,0,0,7,3,0
SUNTREE UNITED METHODIST WEEKDAY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,6,5,0,0,1,5,1,0
SURFSIDE ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,9,9,0,0,0,7,1,1
TEMPLE CHRISTIAN SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,13,11,0,0,2,12,1,0
THE LIFE CENTER ACADEMY,Brevard,0,0,0,0,0,,0,0,,0,1,1,0,0,0,0,1,0
THE SONDER ACADEMY,Brevard,0,0,0,0,0,,0,0,,0,1,0,0,1,0,1,0,0
THE VERDI ECOSCHOOL,Brevard,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
THEODORE ROOSEVELT ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,10,9,0,0,1,8,2,0
THOMAS JEFFERSON MIDDLE SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,17,14,0,1,2,8,5,4
TITUSVILLE HIGH SCHOOL,Brevard,2,2,0,0,0,,1,0,,1,51,46,2,2,1,38,4,9
TRINITY LUTHERAN SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,2,1,1,0,0,1,0,1
TROPICAL ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,14,13,0,0,1,10,4,0
UNIVERSITY PARK ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,17,11,1,2,3,13,2,2
VIERA CHARTER SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,33,26,3,3,1,27,2,4
VIERA ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,11,9,1,1,0,8,2,1
VIERA HIGH SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
VIERA HIGH SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,64,59,2,3,0,48,5,11
W. MELBOURNE ELEMENTARY SCHOOL FOR SCIENCE,Brevard,0,0,0,0,0,,0,0,,0,16,14,2,0,0,10,5,1
WADE CHRISTIAN ACADEMY,Brevard,0,0,0,0,0,,0,0,,0,16,16,0,0,0,9,5,2
WEST MELBOURNE CHRISTIAN ACADEMY,Brevard,2,2,0,0,0,,2,0,,0,12,11,0,0,1,7,4,1
WEST SHORE JUNIOR/SENIOR HIGH SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,29,24,4,1,0,20,4,5
WESTSIDE ELEMENTARY SCHOOL,Brevard,0,0,0,0,0,,0,0,,0,24,21,2,1,0,20,3,1
COVID-19: summary of cases associated with primary and secondary schools,,,,,,,,,,,,,,,,,,,
"Data from September 6, 2020 to May 22, 2021 as of May 28, 2021",,,,,,,,,,,,,,,,,,,
Data in this report are provisional and subject to change.,,,,,,,,,,,,,,,,,,,
,,,,Previous Week (May 16 - May 22),,,,,,,,,,Cumulative (Sep 6 - May 22),,,,,
,,"Total
cases",,Role,,,,Symptoms,,,,"Total
cases",,Role,,,,Symptoms,
School,County,,Students,Teachers,Staff,Unknown,,Yes,No,,Unknown,,Students,Teachers,Staff,Unknown,Yes,No,Unknown
A E F SCHOOLS ALTERNATIVE EDU. FOUNDATION,Broward,0,0,0,0,0,,0,0,,0,3,0,1,2,0,3,0,0
ABUNDANT LIFE CHRISTIAN ACADEMY,Broward,0,0,0,0,0,,0,0,,0,26,20,5,1,0,16,10,0
ACADEMIC SOLUTIONS HIGH SCHOOL,Broward,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
ADHERE ACADEMY,Broward,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
ALAZHAR SCHOOL,Broward,0,0,0,0,0,,0,0,,0,16,10,6,0,0,10,6,0
ALL SAINTS CATHOLIC SCHOOL,Broward,0,0,0,0,0,,0,0,,0,8,7,1,0,0,6,2,0
ALPHA INTERNATIONAL ACADEMY,Broward,0,0,0,0,0,,0,0,,0,2,2,0,0,0,1,1,0
ALTERNATIVE EDUCATION FOUNDATION- WESTHAM,Broward,0,0,0,0,0,,0,0,,0,8,6,1,1,0,7,1,0
AMERICAN HERITAGE SCHOOL,Broward,0,0,0,0,0,,0,0,,0,101,79,11,10,1,66,33,2
AMERICAN HERITAGE SCHOOL OF PLANTATION,Broward,0,0,0,0,0,,0,0,,0,2,2,0,0,0,2,0,0
AMERICAN HIGH SCHOOL,Broward,0,0,0,0,0,,0,0,,0,1,0,1,0,0,1,0,0
AMERICAN PREPARATORY ACADEMY,Broward,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
ANNABEL C. PERRY PK-8,Broward,0,0,0,0,0,,0,0,,0,28,19,4,5,0,17,8,3
ANNUNCIATION SCHOOL,Broward,0,0,0,0,0,,0,0,,0,5,4,0,1,0,1,4,0
APOLLO MIDDLE SCHOOL,Broward,0,0,0,0,0,,0,0,,0,29,20,3,6,0,19,7,3
APPLE TREE MONTESSORI SCHOOL INC.,Broward,0,0,0,0,0,,0,0,,0,4,2,1,1,0,4,0,0
"ARC BROWARD, INC.",Broward,0,0,0,0,0,,0,0,,0,7,3,1,3,0,3,3,1
ARCHBISHOP EDWARD A. MCCARTHY HIGH SCHOOL,Broward,0,0,0,0,0,,0,0,,0,112,101,4,6,1,75,25,12
ASCEND CAREER ACADEMY,Broward,0,0,0,0,0,,0,0,,0,3,1,1,1,0,1,1,1
ATLANTIC MONTESSORI CHARTER SCHOOL,Broward,0,0,0,0,0,,0,0,,0,5,4,0,1,0,3,2,0
ATLANTIC MONTESSORI CHARTER SCHOOL WEST CAMPUS,Broward,0,0,0,0,0,,0,0,,0,13,10,3,0,0,8,5,0
ATLANTIC TECHNICAL COLLEGE,Broward,0,0,0,0,0,,0,0,,0,38,25,6,5,2,30,8,0
"ATLANTIC TECHNICAL COLLEGE - ARTHUR ASHE, JR. CAMPUS",Broward,1,0,0,0,1,,1,0,,0,12,3,1,3,5,10,1,1
ATLANTIC WEST ELEMENTARY SCHOOL,Broward,0,0,0,0,0,,0,0,,0,19,12,5,2,0,14,5,0
ATLANTIS ACADEMY,Broward,0,0,0,0,0,,0,0,,0,5,0,5,0,0,4,1,0
ATTUCKS MIDDLE SCHOOL,Broward,1,0,1,0,0,,1,0,,0,28,21,5,2,0,17,10,1
AVANT GARDE ACADEMY K-5 BROWARD,Broward,0,0,0,0,0,,0,0,,0,20,12,2,4,2,13,6,1
AVANT GARDE ACADEMY OF BROWARD,Broward,0,0,0,0,0,,0,0,,0,35,24,9,0,2,27,6,2
BAIR MIDDLE SCHOOL,Broward,0,0,0,0,0,,0,0,,0,19,11,4,4,0,15,3,1
BALDWIN ACADEMY PREPARATORY SCHOOL II,Broward,0,0,0,0,0,,0,0,,0,1,1,0,0,0,0,1,0
BANYAN ELEMENTARY SCHOOL,Broward,0,0,0,0,0,,0,0,,0,18,15,3,0,0,15,3,0
BAUDHUIN ORAL SCHOOL-NOVA UNIVERSITY,Broward,0,0,0,0,0,,0,0,,0,3,1,2,0,0,3,0,0
BAYVIEW ELEMENTARY SCHOOL,Broward,2,2,0,0,0,,2,0,,0,26,20,2,3,1,14,11,1
BB INTERNATIONAL PRESCHOOL AND KINDERGARTEN,Broward,0,0,0,0,0,,0,0,,0,2,2,0,0,0,0,2,0
BEACHSIDE MONTESSORI VILLAGE,Broward,1,1,0,0,0,,0,1,,0,35,28,5,2,0,18,16,1
BEACON HILL SCHOOL INC,Broward,0,0,0,0,0,,0,0,,0,3,1,2,0,0,3,0,0
BEN GAMLA CHARTER SCHOOL,Broward,1,1,0,0,0,,0,1,,0,26,18,7,0,1,14,11,1
BEN GAMLA CHARTER SCHOOL NORTH CAMPUS,Broward,0,0,0,0,0,,0,0,,0,6,6,0,0,0,3,3,0
BEN GAMLA CHARTER SCHOOL SOUTH BROWARD,Broward,0,0,0,0,0,,0,0,,0,9,8,1,0,0,5,4,0
BENNETT ELEMENTARY SCHOOL,Broward,0,0,0,0,0,,0,0,,0,22,12,5,5,0,16,6,0
BETHANY CHRISTIAN SCHOOL,Broward,0,0,0,0,0,,0,0,,0,23,17,5,1,0,15,8,0
BETHLEHEM JUNIOR ACADEMY,Broward,0,0,0,0,0,,0,0,,0,6,5,1,0,0,3,3,0
BLAKE SCHOOL,Broward,0,0,0,0,0,,0,0,,0,1,1,0,0,0,0,1,0
BLANCHE ELY HIGH SCHOOL,Broward,1,1,0,0,0,,0,0,,1,31,16,7,7,1,21,6,4
BOULEVARD HEIGHTS ELEMENTARY,Broward,0,0,0,0,0,,0,0,,0,21,13,4,4,0,12,7,2
COVID-19: summary of cases associated with primary and secondary schools,,,,,,,,,,,,,,,,,,,
"Data from September 6, 2020 to May 22, 2021 as of May 28, 2021",,,,,,,,,,,,,,,,,,,
Data in this report are provisional and subject to change.,,,,,,,,,,,,,,,,,,,
,,,,Previous Week (May 16 - May 22),,,,,,,,,,Cumulative (Sep 6 - May 22),,,,,
,,"Total
cases",,Role,,,,Symptoms,,,,"Total
cases",,Role,,,,Symptoms,
School,County,,Students,Teachers,Staff,Unknown,,Yes,No,,Unknown,,Students,Teachers,Staff,Unknown,Yes,No,Unknown
BOYD H. ANDERSON HIGH SCHOOL,Broward,1,1,0,0,0,,1,0,,0,25,16,5,4,0,15,5,5
BRAUSER MAIMONIDES ACADEMY,Broward,0,0,0,0,0,,0,0,,0,1,1,0,0,0,0,1,0
BRIDGEPREP ACADEMY BROWARD COUNTY,Broward,0,0,0,0,0,,0,0,,0,6,5,1,0,0,3,2,1
BRIDGEPREP ACADEMY OF BROWARD K-8,Broward,0,0,0,0,0,,0,0,,0,6,6,0,0,0,3,2,1
BRIDGEPREP ACADEMY OF HOLLYWOOD HILLS,Broward,0,0,0,0,0,,0,0,,0,14,9,3,2,0,9,3,2
BRIGHT HORIZONS,Broward,0,0,0,0,0,,0,0,,0,19,9,3,6,1,10,6,3
BROADVIEW ELEMENTARY SCHOOL,Broward,3,2,0,1,0,,2,1,,0,26,17,4,5,0,17,8,1
BROWARD ACADEMY,Broward,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
BROWARD CHILDREN'S CENTER NORTH,Broward,0,0,0,0,0,,0,0,,0,2,2,0,0,0,1,1,0
BROWARD CHRISTIAN ACADEMY,Broward,0,0,0,0,0,,0,0,,0,3,3,0,0,0,2,0,1
BROWARD COUNTY PUBLIC SCHOOLS,Broward,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
BROWARD DISTRICT OFFICE,Broward,0,0,0,0,0,,0,0,,0,9,0,1,4,4,8,1,0
BROWARD ESTATES ELEMENTARY SCHOOL,Broward,0,0,0,0,0,,0,0,,0,6,3,2,0,1,3,3,0
BROWARD MATH AND SCIENCE SCHOOLS,Broward,0,0,0,0,0,,0,0,,0,17,14,1,2,0,9,8,0
CALVARY CHRISTIAN ACADEMY,Broward,1,1,0,0,0,,1,0,,0,1,1,0,0,0,1,0,0
CALVARY CHRISTIAN ACADEMY,Broward,0,0,0,0,0,,0,0,,0,150,122,15,13,0,98,32,20
CALVARY CHRISTIAN ACADEMY HOLLYWOOD,Broward,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
CALVARY CHRISTIAN ACADEMY HOLLYWOOD,Broward,0,0,0,0,0,,0,0,,0,24,21,2,1,0,10,10,4
CAMBRIDGE INTERNATIONAL ACADEMY,Broward,0,0,0,0,0,,0,0,,0,3,2,0,1,0,1,2,0
CARDINAL GIBBONS HIGH,Broward,0,0,0,0,0,,0,0,,0,1,1,0,0,0,1,0,0
CARDINAL GIBBONS HIGH SCHOOL,Broward,0,0,0,0,0,,0,0,,0,45,32,4,8,1,25,14,6
CARE AND SHARE UXBRIDGE CHRISTIAN ACADEMY,Broward,0,0,0,0,0,,0,0,,0,11,10,1,0,0,4,7,0
CASTLE HILL ELEMENTARY SCHOOL,Broward,1,1,0,0,0,,1,0,,0,21,18,2,1,0,13,7,1
CENTER ACADEMY-CORAL SPRINGS,Broward,0,0,0,0,0,,0,0,,0,3,0,1,2,0,3,0,0
CENTRAL CHARTER SCHOOL,Broward,0,0,0,0,0,,0,0,,0,35,15,11,8,1,27,6,2
CENTRAL PARK ELEMENTARY SCHOOL,Broward,1,1,0,0,0,,1,0,,0,17,13,2,2,0,8,7,2
CHALLENGER ELEMENTARY SCHOOL,Broward,0,0,0,0,0,,0,0,,0,1,0,0,0,1,1,0,0
CHALLENGER ELEMENTARY SCHOOL,Broward,0,0,0,0,0,,0,0,,0,29,22,5,2,0,14,7,8
CHAMINADE-MADONNA COLLEGE PREPARATORY,Broward,1,1,0,0,0,,1,0,,0,47,42,3,2,0,24,16,7
CHAMPIONSHIP ACADEMY OF DISTINCTION AT DAVIE,Broward,0,0,0,0,0,,0,0,,0,17,13,4,0,0,10,7,0
CHAMPIONSHIP ACADEMY OF DISTINCTION AT HOLLYWOOD,Broward,0,0,0,0,0,,0,0,,0,19,16,2,1,0,9,9,1
CHAMPIONSHIP ACADEMY OF DISTINCTION HIGH SCHOOL,Broward,0,0,0,0,0,,0,0,,0,2,0,1,1,0,1,0,1
CHAMPIONSHIP ACADEMY OF DISTINCTION MIDDLE SCHOOL,Broward,0,0,0,0,0,,0,0,,0,4,4,0,0,0,2,1,1
CHAMPIONSHIP ACADEMY OF DISTINCTION OF WEST BROWAR,Broward,0,0,0,0,0,,0,0,,0,4,4,0,0,0,1,3,0
CHAPEL TRAIL ELEMENTARY SCHOOL,Broward,0,0,0,0,0,,0,0,,0,13,9,2,2,0,6,4,3
CHARLES DREW ELEMENTARY SCHOOL,Broward,0,0,0,0,0,,0,0,,0,21,14,5,2,0,8,9,4
CHARLES W FLANAGAN HIGH SCHOOL,Broward,2,2,0,0,0,,2,0,,0,26,17,6,3,0,19,6,1
CHARTER SCHOOL OF EXCELLENCE,Broward,0,0,0,0,0,,0,0,,0,13,12,1,0,0,3,7,3
CHARTER SCHOOL OF EXCELLENCE AT DAVIE,Broward,1,0,1,0,0,,1,0,,0,16,15,1,0,0,10,5,1
CHILDREN IN THE SPIRIT CHRISTIAN SCHOOL,Broward,0,0,0,0,0,,0,0,,0,1,0,1,0,0,0,1,0
CHILDREN'S WORLD SOUTH OF DAVIE,Broward,0,0,0,0,0,,0,0,,0,3,2,0,1,0,1,2,0
CHRIST CHURCH SCHOOL,Broward,0,0,0,0,0,,0,0,,0,17,13,2,2,0,7,8,2
CHRISTIAN ACADEMY OF EXCELLENCE,Broward,1,1,0,0,0,,1,0,,0,2,2,0,0,0,2,0,0
CHRISTIAN LIFE ACADEMY,Broward,0,0,0,0,0,,0,0,,0,16,10,6,0,0,8,5,3
CITY/PEMBROKE PINES CHARTER HIGH SCHOOL,Broward,0,0,0,0,0,,0,0,,0,19,14,2,3,0,12,5,2
COVID-19: summary of cases associated with primary and secondary schools,,,,,,,,,,,,,,,,,,,
"Data from September 6, 2020 to May 22, 2021 as of May 28, 2021",,,,,,,,,,,,,,,,,,,
Data in this report are provisional and subject to change.,,,,,,,,,,,,,,,,,,,
,,,,Previous Week (May 16 - May 22),,,,,,,,,,Cumulative (Sep 6 - May 22),,,,,
,,"Total
cases",,Role,,,,Symptoms,,,,"Total
cases",,Role,,,,Symptoms,
School,County,,Students,Teachers,Staff,Unknown,,Yes,No,,Unknown,,Students,Teachers,Staff,Unknown,Yes,No,Unknown
CITY/PEMBROKE PINES CHARTER MIDDLE SCHOOL,Broward,0,0,0,0,0,,0,0,,0,11,6,3,2,0,8,3,0
